player_id,name,matches,innings,dismissals,catches,stumpings,dismissals_per_innings
1209126,Ashwani Kumar,20,20,3,3,0,0.15
1452455,Ayush Mhatre,13,13,11,11,0,0.846
594322,Corbin Bosch,120,117,48,48,0,0.41
1460529,Digvesh Singh Rathi,20,20,5,5,0,0.25
1306214,Kiribathgala Kankanamalage Eshan Malinga Dharmasena,39,39,13,13,0,0.333
1216159,Harsh Surendra Dubey,30,30,9,9,0,0.3
1194959,Jacob Graham Bethell,97,95,52,52,0,0.547
510530,Jamie Overton,198,196,113,113,0,0.576
662235,Joshua Patrick Inglis,172,170,152,129,23,0.894
784373,Pasqual Handi Kamindu Dilanka Mendis,125,125,46,46,0,0.368
793467,Karim Janat,182,181,44,44,0,0.243
1339031,Kunal Singh Rathore,22,22,12,12,0,0.545
629074,Balapuwaduge Kusal Gimhan Mendis,205,202,115,87,28,0.569
1460385,Madhav Tiwari,1,1,1,1,0,1.0
1057399,Manoj Shivaramsa Bhandage,29,29,7,7,0,0.241
595267,Matthew Paul Breetzke,141,137,54,53,1,0.394
1213979,Mitchell J Owen,75,73,32,32,0,0.438
1316430,Musheer Khan,1,1,0,0,0,0.0
1350768,Prince Yadav,21,21,13,13,0,0.619
1175456,Priyansh Arya,46,46,15,15,0,0.326
1350762,Robin Minz,20,20,11,11,0,0.55
605661,Ryan David Rickelton,155,152,110,96,14,0.723
1392201,Penumatsa Venkata Satyanarayana Raju,19,19,5,5,0,0.263
1161050,Sediqullah Atal,92,92,33,33,0,0.358
1292497,Shaik Rasheed,30,30,16,16,0,0.533
1339698,Suryansh Shedge,23,23,11,11,0,0.478
1131570,Urvil Mukesh Patel,57,57,52,45,7,0.912
1408688,Vaibhav Sooryavanshi,18,18,2,2,0,0.111
1460388,Vignesh Puthur,9,9,3,3,0,0.333
1449074,Vipraj Nigam,28,27,8,8,0,0.296
698189,Pieter Willem Adriaan Mulder,141,136,66,66,0,0.485
1211825,William Peter O'Rourke,53,51,14,14,0,0.274
1050545,Xavier Colin Bartlett,103,102,48,48,0,0.47
942371,Zeeshan Ansari,11,11,5,5,0,0.454
